username,map_label,project_code,sampleMedia,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TN,TP,dateAnalDiss,disNH4,disNO3,disPO4,dateAnalTDPTDN,TDN,TDP,locName,Pool Volume (cu ft),Location Sortable,specific_location,samp_type,notes,samp_notes,y,x,Mean_TP,Max_TP,Min_TP,Mean_TN,Max_TN,Min_TN,Mean_disNH4,Max_disNH4,Min_disNH4,Mean_disNO3,Max_disNO3,Min_disNO3,Mean_disPO4,Max_disPO4,Min_disPO4
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02506,W02506,W02506,2022-07-14,20220721.0,3.332,0.279,20220718,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Center at sonde,sample,,,41.02417,-83.69626167,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02507,W02507,W02507,2022-07-14,20220721.0,6.268,0.542,20220718,,0.0594,0.016,,,,Wetland Pool 2,7383.0,Wetland Pool 02,East end,sample,,,41.02404667,-83.694335,0.2728333333333333,0.69,0.056,2.7486666666666664,6.268,0.69,0.032,0.033,0.031,0.13154775,0.188591,0.0594,0.035108,0.054216,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02508,W02508,W02508,2022-07-14,20220721.0,3.155,0.163,20220718,,,0.0113,,,,Wetland Pool 6,8055.0,Wetland Pool 06,South side,sample,,,41.02399,-83.69339833,0.3162,0.91,0.091,2.6555936000000004,5.86,0.824,0.0598,0.0598,0.0598,0.17863333333333334,0.2437,0.1234,0.02635,0.0414,0.0113
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02509,W02509,W02509,2022-07-14,20220721.0,4.471,0.445,20220718,,0.0922,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,North side near deeper area,sample,,,41.0237,-83.69371167,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02510,W02510,W02510,2022-07-14,20220721.0,5.204,0.626,20220718,,0.0664,,,,,Wetland Pool 5,4000.0,Wetland Pool 05,North side,sample,,,41.02319667,-83.69341333,0.3196666666666667,0.626,0.065,3.705,5.204,0.759,0.2551,0.2551,0.2551,0.056600000000000004,0.0664,0.05,0.0176,0.0176,0.0176
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02511,W02511,W02511,2022-07-14,20220721.0,4.26,0.42,20220718,,0.0565,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,West side,sample,,,41.02328333,-83.69272667,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02512,W02512,W02512,2022-07-14,20220721.0,3.313,0.187,20220718,,0.0502,,,,,Wetland Pool 8,6000.0,Wetland Pool 08,NE edge,sample,,,41.02369167,-83.69264667,0.3268333333333333,1.16,0.06,2.8573513333333334,6.46,0.504,1.2161,1.2161,1.2161,0.112525,0.1758,0.0502,0.09143333333333332,0.1776,0.0195
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02513,W02513,W02513,2022-07-14,20220721.0,4.469,0.437,20220718,,0.0709,0.0135,,,,Wetland Pool 12,12750.0,Wetland Pool 12,Near center,sample,,,41.024005,-83.69211167,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02514,W02514,W02514,2022-07-14,20220721.0,3.085,0.286,20220718,0.067,0.0629,0.0228,,,,Wetland Pool 15,19500.0,Wetland Pool 15,Near middle of south end,sample,,Water too low for physico. Very dense veg difficult to penetrate,41.02332,-83.69125333,0.159,0.286,0.034,2.1286666666666667,3.085,0.589,0.067,0.067,0.067,0.06163333333333334,0.0629,0.0604,0.0228,0.0228,0.0228
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02515,W02515,W02515,2022-07-14,20220721.0,2.854,0.102,20220718,0.031,0.0505,,,,,Wetland Pool 13,6000.0,Wetland Pool 13,South side,sample,,,41.023975,-83.69118667,0.1462,0.39,0.044,1.6569292,2.854,0.455,0.02855,0.031,0.0261,0.107575,0.1997,0.0505,0.0433,0.0433,0.0433
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02516,W02516,W02516,2022-07-14,20220721.0,6.487,0.884,20220718,0.0308,0.0943,0.0264,,,,Wetland Pool 14,4000.0,Wetland Pool 14,Near center,sample,,,41.02389333,-83.69068,0.28025,0.884,0.072,2.4282500000000002,6.487,0.78,0.04173333333333334,0.075,0.0194,0.280889,0.681067,0.0673,0.019549999999999998,0.0264,0.0127
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02517,W02517,W02517,2022-07-14,20220721.0,2.537,0.07,20220718,,,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,West side,sample,,,41.02378167,-83.69003333,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02518,W02518,W02518,2022-07-14,20220721.0,2.587,0.083,20220718,,,,,,,Wetland Pool 19,11124.0,Wetland Pool 19,NW corner,sample,,,41.02323667,-83.69023333,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02519,W02519,W02519,2022-07-14,20220721.0,1.061,0.015,20220718,0.0286,0.3119,,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,,41.02343667,-83.696055,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02520,W02520,W02520,2022-07-14,20220721.0,1.092,0.016,20220718,0.0483,0.3403,,,,,Aurand Run downstream,,Aurand Run downstream,Near bridge,sample,,,41.02382667,-83.69817333,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02521,W02521,W02521,2022-07-14,20220721.0,0.983,0.012,20220718,0.0633,0.2834,,,,,Aurand Run upstream,,Aurand Run upstream,Near bridge,sample,,,41.01938667,-83.68828333,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02522,W02522,W02522,2022-07-14,20220721.0,2.143,0.127,20220718,0.0207,,0.0108,,,,Wetland Pool 25,15000.0,Wetland Pool 25,SE side,sample,,,41.02286167,-83.683685,0.18185714285714286,0.598,0.06,1.4995155714285713,3.365,0.68,0.07935,0.138,0.0207,0.0902,0.1227,0.0721,0.0453,0.133,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02523,W02523,W02523,2022-07-14,20220721.0,4.193,0.162,20220718,,0.0579,0.0112,,,,Wetland Pool 24,10000.0,Wetland Pool 24,West side,sample,,,41.02399667,-83.68573833,0.22699999999999998,0.292,0.162,2.4684999999999997,4.193,0.744,,,,0.058550000000000005,0.0592,0.0579,0.12405,0.2369,0.0112
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02524,W02524,W02524,2022-07-14,20220721.0,2.385,0.089,20220718,,0.0582,,,,,Wetland Pool 21,14085.0,Wetland Pool 21,NE edge,sample,,,41.02382167,-83.68673333,0.11139999999999999,0.216,0.055,1.4663976,2.385,0.734,,,,0.0655,0.0938,0.0445,0.0614,0.0614,0.0614
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02525,W02525,W02525,2022-07-14,20220721.0,2.687,0.075,20220718,,,,,,,Wetland Pool 39,30000.0,Wetland Pool 39,SE side,sample,,,41.02409167,-83.687305,0.10725,0.32,0.025,1.605461625,2.687,0.51,0.0147,0.0147,0.0147,0.0715,0.1173,0.0255,0.018866666666666667,0.0225,0.0121
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02526,W02526,W02526,2022-07-14,20220721.0,5.18,0.456,20220718,0.045,0.0539,,,,,Wetland Pool 22,15000.0,Wetland Pool 22,West end,sample,,,41.024835,-83.68768,0.17833333333333334,0.456,0.036,1.7066666666666663,5.18,0.704,0.051500000000000004,0.058,0.045,0.165781,0.4992,0.0433,0.1558,0.1558,0.1558
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02527,W02527,W02527,2022-07-14,20220721.0,3.719,0.246,20220718,,0.07,0.0242,,,,Wetland Pool 29,30000.0,Wetland Pool 29,SE corner,sample,,,41.02547,-83.686815,0.6738333333333334,1.555,0.209,5.941913166666667,11.10326,0.896,0.2526,0.2526,0.2526,0.0674,0.07,0.0648,0.0402,0.0849,0.0115
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02528,W02528,W02528,2022-07-14,20220721.0,5.053,0.199,20220718,,0.0505,,,,,Wetland Pool 28,10000.0,Wetland Pool 28,East end,sample,,,41.02586833,-83.68718667,0.36566666666666664,0.486,0.199,4.214199,6.665597,0.924,,,,0.07164999999999999,0.0928,0.0505,0.2963,0.2963,0.2963
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02529,W02529,W02529,2022-07-14,20220721.0,2.733,0.116,20220718,0.0221,0.0836,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,West side,sample,,,41.02577,-83.686365,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02530,W02530,W02530,2022-07-14,20220721.0,10.538,0.955,20220718,,0.0837,,,,,Wetland Pool 41,10000.0,Wetland Pool 41,NE corner,sample,,,41.02541167,-83.68574,0.56875,1.0,0.135,5.76075375,10.538,1.18,,,,0.0732,0.0837,0.0627,0.0577,0.0577,0.0577
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02531,W02531,W02531,2022-07-14,20220721.0,6.763,0.485,20220718,,0.0921,0.0104,,,,Wetland Pool 31,10000.0,Wetland Pool 31,SE edge,sample,,,41.02568,-83.68505833,0.24428571428571427,0.485,0.03,2.6817724285714286,6.763,0.728,0.08526666666666666,0.1732,0.0225,0.09945,0.1544,0.0565,0.0386,0.0586,0.0104
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02532,W02532,W02532,2022-07-14,20220721.0,13.304,1.655,20220718,,0.0834,,,,,Wetland Pool 42,15000.0,Wetland Pool 42,West edge,sample,,,41.02595667,-83.68474,0.3547272727272727,1.655,0.05,3.3046794545454548,13.304,0.627,0.039575,0.0857,0.0122,0.09614285714285715,0.1488,0.0462,0.07243333333333334,0.1044,0.0214
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02533,W02533,W02533,2022-07-14,20220721.0,3.966,0.165,20220718,,0.0727,,,,,Wetland Pool 43,10000.0,Wetland Pool 43,SW edge,sample,,,41.02607333,-83.68343667,0.13166666666666668,0.439,0.034,4.115002333333334,13.07,0.511,0.2613666666666667,0.6932,0.0216,2.1808400000000003,10.4724,0.0529,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02534,W02534,W02534,2022-07-14,20220721.0,3.052,0.139,20220718,,0.0682,,,,,Wetland Pool 35,26318.0,Wetland Pool 35,West side,sample,,,41.026435,-83.683175,0.141875,0.28,0.054,1.933630125,3.1,0.875,0.1732,0.1732,0.1732,0.07195,0.116,0.0463,0.0657,0.0657,0.0657
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02535,W02535,W02535,2022-07-14,20220721.0,6.122,0.273,20220718,,0.0692,,,,,Wetland Pool 37,10000.0,Wetland Pool 37,West side,sample,,,41.02695667,-83.68210667,0.0912,0.273,0.02,2.1038,6.122,0.63,,,,0.08722339999999999,0.171317,0.0403,0.0116,0.0116,0.0116
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02536,W02536,W02536,2022-07-14,20220721.0,4.97,0.252,20220718,,0.0631,,,,,Wetland Pool 38,15000.0,Wetland Pool 38,NW side,sample,,,41.02657333,-83.68182167,0.16716666666666669,0.275,0.036,2.4038666666666666,4.97,0.688,0.0737,0.1434,0.004,0.0903168,0.158084,0.0433,0.08995,0.1057,0.0742
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02537,W02537,W02537,2022-07-14,20220721.0,3.466,0.091,20220718,,0.0507,,,,,Wetland Pool 34,15000.0,Wetland Pool 34,NE side,sample,,,41.02589833,-83.68242333,0.12322222222222222,0.21,0.028,2.1979314444444444,3.466,0.9,0.12476666666666665,0.2054,0.0273,0.08424000000000001,0.1248,0.0507,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02538,W02538,W02538,2022-07-14,20220721.0,5.286,0.404,20220718,,0.059,,,,,Wetland Pool 33,10000.0,Wetland Pool 33,North end,sample,,,41.02554333,-83.68254833,0.3428,0.831,0.1,3.5404494,7.08,0.938,,,,0.0684,0.0997,0.0465,0.0389,0.059,0.0188
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02539,W02539,W02539,2022-07-14,20220721.0,6.764,0.26,20220718,,0.0648,,,,,Wetland Pool 27,5000.0,Wetland Pool 27,East end,sample,,,41.02495667,-83.68449667,0.2353333333333333,0.326,0.12,4.121655333333333,6.764,0.633,0.0639,0.0639,0.0639,0.0637,0.0648,0.0626,0.0747,0.0747,0.0747
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02540,W02540,W02540,2022-07-14,20220721.0,3.654,0.221,20220718,,,,,,,Wetland Pool 26,22424.0,Wetland Pool 26,North end,sample,,,41.02492167,-83.68488333,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02541,W02541,W02541,2022-07-14,20220721.0,2.716,0.083,20220718,,0.0521,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,East side,sample,,,41.024775,-83.68513833,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220727_W02565,W02565,W02565,2022-07-27,20221107.0,,,20220729,,0.0204,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Field blank,blank,,,41.02268333,-83.68380333,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20220727_W02566,W02566,W02566,2022-07-27,20221107.0,,,20220729,,0.0126,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Field blank,blank,,,41.02268333,-83.68380167,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20220727_W02567,W02567,W02567,2022-07-27,20221107.0,1.054626,0.024,20220729,0.0595,0.0227,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,Sonde location,sample,,,41.02449167,-83.68529333,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220727_W02568,W02568,W02568,2022-07-27,20221107.0,1.145224,0.032,20220729,,0.0367,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,Near sonde,replicate,,,41.02449333,-83.68528333,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02603,W02603,W02603,2022-08-11,20221103.0,1.361811,0.02,20221026,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,SE corner near sonde,sample,,,41.02447333,-83.68528667,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02604,W02604,W02604,2022-08-11,20221103.0,1.168732,0.072,20221026,,,,,,,Wetland Pool 26,22424.0,Wetland Pool 26,West side,sample,,,41.024405,-83.68502,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02605,W02605,W02605,2022-08-11,20221103.0,2.040609,0.264,20221026,,,,,,,Wetland Pool 25,15000.0,Wetland Pool 25,North side,sample,,,41.02397167,-83.684735,0.18185714285714286,0.598,0.06,1.4995155714285713,3.365,0.68,0.07935,0.138,0.0207,0.0902,0.1227,0.0721,0.0453,0.133,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02606,W02606,W02606,2022-08-11,20221103.0,1.837988,0.071,20221026,,,,,,,Wetland Pool 21,14085.0,Wetland Pool 21,East side,sample,,,41.02381833,-83.68672167,0.11139999999999999,0.216,0.055,1.4663976,2.385,0.734,,,,0.0655,0.0938,0.0445,0.0614,0.0614,0.0614
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02607,W02607,W02607,2022-08-11,20221103.0,1.921644,0.143,20221026,,,,,,,Wetland Pool 39,30000.0,Wetland Pool 39,NW side,sample,,,41.02411,-83.68771833,0.10725,0.32,0.025,1.605461625,2.687,0.51,0.0147,0.0147,0.0147,0.0715,0.1173,0.0255,0.018866666666666667,0.0225,0.0121
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02608,W02608,W02608,2022-08-11,20221103.0,6.665597,0.486,20221026,,,,,,,Wetland Pool 28,10000.0,Wetland Pool 28,East side,sample,,,41.02573333,-83.68744667,0.36566666666666664,0.486,0.199,4.214199,6.665597,0.924,,,,0.07164999999999999,0.0928,0.0505,0.2963,0.2963,0.2963
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02609,W02609,W02609,2022-08-11,20221103.0,3.123219,0.248,20221026,,,,,,,Wetland Pool 29,30000.0,Wetland Pool 29,NW side,sample,,,41.02559667,-83.68696833,0.6738333333333334,1.555,0.209,5.941913166666667,11.10326,0.896,0.2526,0.2526,0.2526,0.0674,0.07,0.0648,0.0402,0.0849,0.0115
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02610,W02610,W02610,2022-08-11,20221103.0,4.115015,0.135,20221026,,,,,,,Wetland Pool 41,10000.0,Wetland Pool 41,North side,sample,,,41.02525333,-83.685945,0.56875,1.0,0.135,5.76075375,10.538,1.18,,,,0.0732,0.0837,0.0627,0.0577,0.0577,0.0577
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02611,W02611,W02611,2022-08-11,20221103.0,1.496521,0.034,20221026,,,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,SE side,sample,,,41.02563167,-83.68608,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02612,W02612,W02612,2022-08-11,20221103.0,6.311407,0.464,20221026,0.1732,,,,,,Wetland Pool 31,10000.0,Wetland Pool 31,East end,sample,,,41.02581333,-83.68508833,0.24428571428571427,0.485,0.03,2.6817724285714286,6.763,0.728,0.08526666666666666,0.1732,0.0225,0.09945,0.1544,0.0565,0.0386,0.0586,0.0104
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02613,W02613,W02613,2022-08-11,20221103.0,3.296577,0.198,20221026,,,,,,,Wetland Pool 42,15000.0,Wetland Pool 42,West side,sample,,,41.02596833,-83.684765,0.3547272727272727,1.655,0.05,3.3046794545454548,13.304,0.627,0.039575,0.0857,0.0122,0.09614285714285715,0.1488,0.0462,0.07243333333333334,0.1044,0.0214
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02614,W02614,W02614,2022-08-11,20221103.0,4.4102,0.275,20221026,0.1434,,,,,,Wetland Pool 38,15000.0,Wetland Pool 38,Near center,sample,,Too shallow for PC measurements,41.02662,-83.68171167,0.16716666666666669,0.275,0.036,2.4038666666666666,4.97,0.688,0.0737,0.1434,0.004,0.0903168,0.158084,0.0433,0.08995,0.1057,0.0742
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02615,W02615,W02615,2022-08-11,20221103.0,2.41134,0.117,20221026,0.0273,,,,,,Wetland Pool 34,15000.0,Wetland Pool 34,SW corner,sample,,,41.025715,-83.682415,0.12322222222222222,0.21,0.028,2.1979314444444444,3.466,0.9,0.12476666666666665,0.2054,0.0273,0.08424000000000001,0.1248,0.0507,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02616,W02616,W02616,2022-08-11,20221103.0,3.258247,0.214,20221026,,,,,,,Wetland Pool 33,10000.0,Wetland Pool 33,South center,sample,,,41.02552833,-83.68259833,0.3428,0.831,0.1,3.5404494,7.08,0.938,,,,0.0684,0.0997,0.0465,0.0389,0.059,0.0188
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02617,W02617,W02617,2022-08-11,20221103.0,2.314641,0.177,20221026,0.1732,,,,,,Wetland Pool 35,26318.0,Wetland Pool 35,SW corner,sample,,,41.02627167,-83.68305833,0.141875,0.28,0.054,1.933630125,3.1,0.875,0.1732,0.1732,0.1732,0.07195,0.116,0.0463,0.0657,0.0657,0.0657
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02618,W02618,W02618,2022-08-11,20221103.0,5.113014,0.439,20221026,0.0693,,,,,,Wetland Pool 43,10000.0,Wetland Pool 43,West side,sample,,Too shallow for PC measurements,41.02604,-83.683505,0.13166666666666668,0.439,0.034,4.115002333333334,13.07,0.511,0.2613666666666667,0.6932,0.0216,2.1808400000000003,10.4724,0.0529,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220811_W02619,W02619,W02619,2022-08-11,20221103.0,4.967966,0.326,20221026,0.0639,,,,,,Wetland Pool 27,5000.0,Wetland Pool 27,Near center,sample,,,41.02504167,-83.684545,0.2353333333333333,0.326,0.12,4.121655333333333,6.764,0.633,0.0639,0.0639,0.0639,0.0637,0.0648,0.0626,0.0747,0.0747,0.0747
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02631,W02631,W02631,2022-08-18,20221104.0,0.188071,,20220824,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.025065,-83.69826833,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02632,W02632,W02632,2022-08-18,20221104.0,0.394685,,20220824,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,0.0,0.0,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02633,W02633,W02633,2022-08-18,20221104.0,0.662625,,20220824,0.0279,0.5079,,,,,Aurand Run downstream,,Aurand Run downstream,Near bridge,sample,,,41.02388833,-83.69823,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02634,W02634,W02634,2022-08-18,20221104.0,1.284713,0.114,20220824,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,At sonde near center,sample,,,41.02423167,-83.696305,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02635,W02635,W02635,2022-08-18,20221104.0,0.693127,,20220824,0.0306,0.4943,,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,,41.023425,-83.69605833,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02636,W02636,W02636,2022-08-18,20221104.0,1.378629,0.054,20220824,,,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,,sample,,,41.02360333,-83.69424167,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02637,W02637,W02637,2022-08-18,20221104.0,2.408968,0.317,20220824,,,,,,,Wetland Pool 6,8055.0,Wetland Pool 06,SW edge,sample,,,41.02402,-83.69336,0.3162,0.91,0.091,2.6555936000000004,5.86,0.824,0.0598,0.0598,0.0598,0.17863333333333334,0.2437,0.1234,0.02635,0.0414,0.0113
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02638,W02638,W02638,2022-08-18,20221104.0,3.654108,0.333,20220824,,,0.0195,,,,Wetland Pool 8,6000.0,Wetland Pool 08,,sample,,,41.02371667,-83.69279667,0.3268333333333333,1.16,0.06,2.8573513333333334,6.46,0.504,1.2161,1.2161,1.2161,0.112525,0.1758,0.0502,0.09143333333333332,0.1776,0.0195
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02639,W02639,W02639,2022-08-18,20221104.0,3.300922,0.507,20220824,,,,,,,Wetland Pool 12,12750.0,Wetland Pool 12,West edge,sample,,,41.02410167,-83.69204333,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02640,W02640,W02640,2022-08-18,20221104.0,1.967646,0.13,20220824,,,,,,,Wetland Pool 13,6000.0,Wetland Pool 13,Western edge,sample,,,41.02406833,-83.69137833,0.1462,0.39,0.044,1.6569292,2.854,0.455,0.02855,0.031,0.0261,0.107575,0.1997,0.0505,0.0433,0.0433,0.0433
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02641,W02641,W02641,2022-08-18,20221104.0,1.213434,0.04,20220824,0.3864,,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,Western edge,sample,,,41.02377667,-83.689965,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
